id,Decision_Date,Employer,City_State,Case_Status,Job_Title,Wage_Offer
A-15317-39437,2016-04-15,Sandisk Corporation,"Milpitas, CA",Certified-Expired,"Electronics Engineers, Except Computer","115,000.00/Year"
A-15309-36163,2016-04-14,University Of Michigan,"Flint, MI",Certified-Expired,"Engineering Teachers, Postsecondary, Level I","78,000.00/Year"
A-15309-36181,2016-04-14,Kimwu Hotel Management Llc,"Parsippany, NJ",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level I","45,427.00/Year"
A-15314-37726,2016-04-13,"Firstkey Lending, Llc","New York, NY",Certified-Expired,"Software Developers, Applications, Level II","92,000.00/Year"
A-15259-18159,2016-04-12,New York Preparatory School Dba The Dwight School,"New York, NY",Denied,"Elementary School Teachers, Except Special Education, Level IV","86,070.00/Year"
A-15308-36103,2016-04-12,"Global Ets, Llc","Odessa, FL",Certified-Expired,"Electrical engineer, Level II","76,544.00/Year"
A-15315-38241,2016-04-12,"Asml Us,inc","Santa Clara, CA",Certified-Expired,"Software Developers, Applications, Level II","120,349.00/Year"
A-15355-53362,2016-04-12,Microsoft Corporation,"Redmond, WA",Withdrawn,"Software Developers, Applications, Level I","105,200.00/Year"
A-15157-83745,2016-04-11,Minnetonka Public Schools,"Minnetonka, MN",Certified-Expired,"Elementary School Teachers, Except Special Education","38,052.00/Year"
A-15349-51173,2016-04-11,Muy Pizza Southeast Llc,"DANVILLE, VA",Certified-Expired,"COOKS, FAST FOOD, Level I","16,744.00/Year"
A-15174-89964,2016-04-08,Us Army Defense Language Institute Foreign La,"Monterey, CA",Certified-Expired,"Foreign Language and Literature Teachers, Level II","60,733.00/Year"
A-15302-34085,2016-04-08,Yahoo! Inc.,"Sunnyvale, CA",Certified-Expired,"Software Developers, Applications, Level II","109,762.00/Year"
A-15306-35064,2016-04-08,"Facebook, Inc.","Menlo Park, CA",Certified-Expired,"Software Developers, Applications, Level II","138,362.00/Year"
A-15306-35110,2016-04-08,Integrity Recycling Inc.,"Biscoe, NC",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level I","37,000.00/Year"
A-15307-35312,2016-04-08,Boston Medical Center,"Boston, MA",Certified-Expired,"Statistician, Level I","60,398.00/Year"
A-16095-92597,2016-04-08,"Suncore Photovoltaics, Inc.","Albuquerque, NM",Withdrawn,"Civil Engineers, Level II","70,200.00/Year"
A-15294-31019,2016-04-07,The University Of Mississippi,"Oxford, MS",Certified-Expired,"Mathematical Science Teachers, Postsecondary, Level I","61,500.00/Year"
A-15294-31033,2016-04-07,"Sgd North America, Inc.","Sparta, GA",Certified-Expired,"Industrial Engineer, Level II","65,500.00/Year"
A-15300-32835,2016-04-07,Kinsus Corporation,"Santa Clara, CA",Certified-Expired,"Electronics Engineer, Level IV","145,392.00/Year"
A-15328-43419,2016-04-06,"Pacpizza,llc","San Jose, CA",Certified-Expired,"Driver/Sales Workers, Level I","21,466.00/Year"
A-15295-31490,2016-04-05,Discover Products Inc.,"Riverwoods, IL",Certified-Expired,Marketing Managers,"97,591.00/Year"
A-15306-34916,2016-04-05,"Defender Services, Inc.","Anderson, SC",Certified-Expired,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners, Level I",8.05/Hour
A-15323-41734,2016-04-05,"Pacpizza,llc","San Jose, CA",Certified-Expired,"Driver/Sales Workers, Level I","21,466.00/Year"
A-15324-41989,2016-04-05,Google Inc.,"Mountain View, CA",Certified-Expired,"Software Developers, Applications","99,939.00/Year"
A-15324-42299,2016-04-05,Apple Inc.,"Cupertino, CA",Certified-Expired,Industrial Production Managers,"148,409.00/Year"
A-15180-92774,2016-04-04,"New World Learning Center, Llc","Sunnyvale, CA",Denied,"Instructional Coordinators, Level I","47,237.00/Year"
A-15286-27852,2016-04-04,Brooklyn College Of The City University Of New Yor,"Brooklyn, NY",Certified-Expired,"Business Teachers, Postsecondary","93,000.00/Year"
A-15327-42791,2016-04-04,"House Of Raeford Farms, Inc.","Greenville, SC",Certified-Expired,"Meat, Poultry and Fish Cutters and Trimmers, Level I",8.91/Hour
A-15282-26797,2016-04-01,"Corona Animal Medical Center, Inc","Corona, CA",Certified-Expired,"Veterinarian, Level I","82,000.00/Year"
A-15287-28665,2016-04-01,Mediatek Usa Inc.,"San Jose, CA",Certified-Expired,"Human Resources Specialists, Level III","88,130.00/Year"
A-15271-22587,2016-03-31,University Of Minnesota,"Minneapolis, MN",Certified-Expired,"Mathematical Science Teachers, Postsecondary, Level I","87,000.00/Year"
A-15273-23935,2016-03-31,Amax Engineering Corporation,"FREMONT, CA",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level I","46,134.00/Year"
A-15274-24170,2016-03-31,"Kawasaki Robotics (usa), Inc.","Wixom, MI",Certified-Expired,"Automation Engineer, Level II","73,900.00/Year"
A-15279-25616,2016-03-31,"Vrl - San Antonio, Llc","San Antonio, TX",Certified-Expired,"Microbiologiests, Level I","31,616.00/Year"
A-15285-27346,2016-03-31,"Super Micro Computer, Inc.","San Jose, CA",Certified-Expired,"Electronics Engineer, Level IV","152,131.00/Year"
A-15163-85933,2016-03-30,Kforce Inc.,"Tampa, FL",Certified-Expired,"Software Developers, Applications, Level II",36.00/Hour
A-15246-14555,2016-03-30,The Rubicon Project,"Playa Vista, CA",Certified-Expired,"Software Developers, Applications, Level II","100,000.00/Year"
A-15259-18276,2016-03-30,Apple Inc.,"Cupertino, CA",Certified-Expired,"Transportation, Storage, and Distribution Managers, Level II","112,350.00/Year"
A-15263-19626,2016-03-30,"Fortinet, Inc.","Sunnyvale, CA",Certified-Expired,"Software Developers, Systems Software, Level II","115,253.00/Year"
A-15157-83741,2016-03-29,Minnetonka Public Schools,"Minnetonka, MN",Certified-Expired,"Elementary School Teachers, Except Special Education","38,052.00/Year"
A-15288-28795,2016-03-29,Broadfeet Motorsport Equipment Llc,"Woodside, NY",Certified-Expired,"Transportation, Storage, and Distribution Managers, Level I","74,000.00/Year"
A-15296-31779,2016-03-29,"Western Digital (fremont), Llc","Fremont, CA",Certified-Expired,"Materials Scientists, Level III","125,460.00/Year"
A-15279-25664,2016-03-28,"Press Ganey Associates, Inc","Wakefield, MA",Certified-Expired,"Statisticians, Level II","77,397.00/Year"
A-15285-27493,2016-03-28,Credit Suisse Securities (usa) Llc,"San Francisco, CA",Certified-Expired,"Securities, Commodities, and Financial Services Sales Agents, Level II","175,000.00/Year"
A-15285-27538,2016-03-28,Cosa Vfx,"North Hollywood, CA",Certified-Expired,"Digital Compositor, Level II","64,834.00/Year"
A-15295-31477,2016-03-28,The Curators Of The University Of Missouri,"Columbia, MO",Certified-Expired,"Social Work Teachers, Postsecondary, Level I","68,000.00/Year"
A-15299-32549,2016-03-28,"Lts Chicago Enterprises, Inc","Elk Grove Village, IL",Certified-Expired,"Financial Managers, Level I","99,070.00/Year"
A-15303-34297,2016-03-28,Oklahoma Panhandle State University,"Goodwell, OK",Certified-Expired,"Education Teachers, Postsecondary, Level I","43,000.00/Year"
A-15314-37779,2016-03-28,Capso Vision Inc.,"Saratoga, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II","109,000.00/Year"
A-15279-25725,2016-03-25,"Autodesk, Inc.","San Francisco, CA",Certified-Expired,"Multimedia Artists and Animators, Level IV","100,818.00/Year"
A-15280-26194,2016-03-25,"Formosa Plastics Corporation, Texas","Point Comfort, TX",Certified-Expired,"DCS Engineer, Level II","90,398.00/Year"
A-15287-28353,2016-03-25,Ley Grand Foods Corporation,"City of Industry, CA",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level I","39,354.00/Year"
A-15300-32873,2016-03-25,Skwentex International Company Usa Llc,"San Jose, CA",Certified-Expired,"Market Research Analysts and Marketing Specialists*, Level I","60,445.00/Year"
A-15041-49663,2016-03-24,Naapimha,"Denver, CO",Certified-Expired,"Social and Community Service Manager, Level II","54,142.00/Year"
A-15275-24689,2016-03-24,University Of Illinois At Springfield,"Springfield, IL",Certified-Expired,"Assistant Professor, Level I","57,000.00/Year"
A-15286-28010,2016-03-24,Navico,"Tulsa, OK",Certified-Expired,"Software Developers, Systems Software, Level II","72,870.00/Year"
A-15124-72907,2016-03-23,Soonest Express Inc,"GRAPEVINE, TX",Certified-Expired,"Network and Computer Systems Administrators, Level II","61,006.00/Year"
A-15244-13780,2016-03-23,Salesforce.com,"San Francisco, CA",Certified-Expired,"Software Developers, Applications, Level III","130,810.00/Year"
A-15251-15602,2016-03-23,"Applied Strategies Consulting, Llc","San Mateo, CA",Certified-Expired,"Software Developers, Applications, Level II","94,162.00/Year"
A-15253-16148,2016-03-23,"Federal Cash Advance Of Oklahoma, Llc","Dallas, TX",Certified-Expired,"Operations Research Analysts, Level I","54,725.00/Year"
A-15268-21890,2016-03-23,University Of Idaho,"Moscow, ID",Certified-Expired,"Recreation and Fitness Studies Teachers, Postsecondary, Level I","59,500.00/Year"
A-15272-23110,2016-03-23,"Muy Pizza Houston, Llc","HOUSTON, TX",Certified-Expired,"COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FO, Level I","16,827.00/Year"
A-15280-26062,2016-03-23,W Green Hotel Groups,"Newark, NJ",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level I","45,430.00/Year"
A-15281-26328,2016-03-23,"Santander Investment Securities, Inc.","New York, NY",Certified-Expired,"Securities, Commodities, and Financial Services Sales Agents, Level III","159,200.00/Year"
A-15282-26992,2016-03-23,Sandisk Corporation,"Milpitas, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II","106,517.00/Year"
A-15285-27504,2016-03-23,Comfylife Inc,"Fremont, CA",Certified-Expired,"Financial Managers, Level I","77,293.00/Year"
A-15285-27541,2016-03-23,Broadcom Corporation,"San Jose, CA",Certified-Expired,"Marketing Managers, Level IV","220,251.00/Year"
A-15286-28011,2016-03-23,"Verity Consulting, Inc.","San Francisco, CA",Certified-Expired,"Management Analysts, Level III","114,795.00/Year"
A-15286-28014,2016-03-23,Intuit,"San Diego, CA",Certified-Expired,"Multimedia Artists and Animators, Level I","91,902.00/Year"
A-15267-21437,2016-03-22,"Electronic Arts, Inc.","Redwood City, CA",Certified-Expired,"Management Analysts, Level II","88,442.00/Year"
A-15271-22843,2016-03-22,Quintel Usa Inc.,"Rochester, NY",Certified-Expired,"Electronics Engineer, Level IV","115,000.00/Year"
A-15273-23825,2016-03-22,"Netgear, Inc.","San Jose, CA",Certified-Expired,"Electronics Engineers, Except Computer","133,552.00/Year"
A-15273-23833,2016-03-22,The University Of Mississippi,"University, MS",Certified-Expired,"Recreation & Fitness Studies Teachers, Postseconary, Level I","61,370.00/Year"
A-15288-28732,2016-03-22,"Hsu's Ginseng Enterprises, Inc.","Wausau, WI",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level I","39,000.00/Year"
A-15148-80755,2016-03-21,Ase (u.s.) Inc.,"Woburn, MA",Certified-Expired,"Sales Engineers, Level II","90,397.00/Year"
A-15182-93902,2016-03-21,Grifols Diagnostic Solutions,"Emeryville, CA",Certified-Expired,"Financial Manager, Level IV","190,620.00/Year"
A-15267-21413,2016-03-21,Delphi Corporation,"Kokomo, IN",Certified-Expired,"Software Developers, Systems Software, Level II","89,190.00/Year"
A-15269-22251,2016-03-21,"Archtech Connection, Inc.","Torrance, CA",Certified-Expired,"Order Clerks, Level IV","37,523.00/Year"
A-15133-76098,2016-03-18,National Noodle Company Dba Baily International In,"Granite City, IL",Certified-Expired,"Operations Research Analyst, Level II","67,309.00/Year"
A-15135-76872,2016-03-18,"Acme Furniture Industry, Inc.","City of Industry, CA",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level I","38,459.00/Year"
A-15271-22392,2016-03-18,Actionpaq Corporation,"Rogers, AR",Certified-Expired,"Management Analysts, Level II","96,824.00/Year"
A-16043-72694,2016-03-18,G-tech Technology Corp.,"City of Industry, CA",Withdrawn,"Architectural and Engineering Managers, Level I","105,331.00/Year"
A-15113-69769,2016-03-17,"Ablecom Computer, Inc.","San Jose, CA",Certified-Expired,"Mechanical Engineering Technicians, Level IV","63,000.00/Year"
A-15215-04750,2016-03-17,"Qualcomm Atheros, Inc.","SAN DIEGO, CA",Certified-Expired,"Software Developers, Systems Software, Level II","99,674.00/Year"
A-15268-21814,2016-03-17,Memorial Resource Development Corp,"Houston, TX",Certified-Expired,"General and Operations Managers, Level IV","175,594.00/Year"
A-15270-22288,2016-03-17,"Metal Kinetics, Llc","New York, NY",Certified-Expired,"Public Relations Specialists, Level I","38,800.00/Year"
A-15272-23284,2016-03-17,Foxconn Hon Hai Logistics Texas Llc,"Housotn, TX",Certified-Expired,"Logisticians, Level I","60,154.00/Year"
A-15272-23286,2016-03-17,Foxconn Hon Hai Logistics Texas Llc,"Houston, TX",Certified-Expired,"Logisticians, Level I","60,154.00/Year"
A-15293-30403,2016-03-17,"Defender Services, Inc.","Anderson, SC",Certified-Expired,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners, Level I",8.05/Hour
A-15253-16277,2016-03-16,Life Technologies Corporation,"South San Francisco, CA",Certified-Expired,"Biochemists and Biophysicists, Level I","86,904.00/Year"
A-15253-16340,2016-03-16,Pacific Zephyr Range Hood,"Alameda, CA",Certified-Expired,"Credit Analyst, Level I","56,139.00/Year"
A-15254-16715,2016-03-16,"Tul, Inc.","City of Industry, CA",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level I","39,354.00/Year"
A-15254-16723,2016-03-16,Square Inc,"San Francisco, CA",Certified-Expired,"Logisticians, Level I","88,700.00/Year"
A-15261-19102,2016-03-16,"Stone & Webster Services, Llc","Charlotte, NC",Certified-Expired,"Civil Engineers, Level IV","128,734.20/Year"
A-15272-22932,2016-03-16,"Advanced Control Systems, Inc.","Norcross, GA",Certified-Expired,"Electrical Engineers, Level IV","101,816.00/Year"
A-15148-80608,2016-03-15,Sandro Corporation Dba Pace Restaurant,"Los Angeles, CA",Certified-Expired,"Chefs and Head Cooks, Level I","25,355.00/Year"
A-15278-25251,2016-03-15,Katy Chou D.d.s.,"hacienda heights, CA",Certified-Expired,"sr. staff accountant, Level II","61,880.00/Year"
A-15281-26503,2016-03-15,Babeltime Inc.,"San Mateo, CA",Certified-Expired,"Game Artist, Level II","74,568.00/Year"
A-15293-30399,2016-03-15,Thesa Restaurants Corp.,"San Antonio, TX",Certified-Expired,"Combined Food Preparation and Serving Workers, Level I",8.10/Hour
A-10119-96836,2016-03-14,"Autodesk, Inc.","San Rafael, CA",Denied,"Accountants, Level IV","95,000.00/Year"
A-15247-15059,2016-03-11,American Express Company,"New York, NY",Certified-Expired,"Statisticians, Level II","63,107.00/Year"
A-15268-22068,2016-03-11,"Southern Chinese Daily News,llc","Houston, TX",Certified-Expired,"Reporters and Correspondents, Level II","37,981.00/Year"
A-15285-27244,2016-03-11,"Pacpizza,llc","Union City, CA",Certified-Expired,"Driver/Sales Workers, Level I","18,720.00/Year"
A-15286-28038,2016-03-11,"Tlc Biopharmaceuticals, Inc.","South San Francisco, CA",Certified-Expired,"Medical Scientists, Except Epidemiologists, Level II","94,765.00/Year"
A-15294-30822,2016-03-11,Google Inc.,"San Francisco, CA",Certified-Expired,"Software Developers, Applications, Level II","113,000.00/Year"
A-15222-06810,2016-03-09,"Tai Chi Axupuncture & Wellness Center, Llc","North Reading, MA",Certified-Expired,"Health Diagnosing and Treating Practitioners, All Other, Level II","74,880.00/Year"
A-15224-07787,2016-03-09,Big Ocean Corp.,"Ontario, CA",Certified-Expired,"Marketing Managers, Level I","65,270.00/Year"
A-15225-08045,2016-03-09,"Toolsgroup, Inc.","Boston, MA",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level I","55,000.00/Year"
A-15233-10577,2016-03-09,"Nan Ya Plastics Corporation, America","LIVINGSTON, NJ",Certified-Expired,"ACCOUNTANTS AND AUDITORS, Level II","69,160.00/Year"
A-15253-16189,2016-03-09,Linkedin Corporation,"Mountain View, CA",Certified-Expired,"Graphic Designers, Level II","117,300.00/Year"
A-15258-17949,2016-03-09,G.b.t Inc.,"City of Industry, CA",Certified-Expired,"Marketing Manager, Level I","79,600.00/Year"
A-15268-21885,2016-03-09,"Pacpizza,llc","Hayward, CA",Certified-Expired,"Driver/Sales Workers, Level I","18,720.00/Year"
A-15287-28412,2016-03-09,Aaa International Seafood Corp.,"Vernon, CA",Certified-Expired,"Marketing Specialist, Level I","40,000.00/Year"
A-15296-31777,2016-03-09,Google Inc.,"Mountain View, CA",Certified-Expired,"Software Developers, Applications, Level II","120,349.00/Year"
A-15300-33088,2016-03-09,Muy Pizza Southeast Llc,"DANVILLE, VA",Certified-Expired,"COOKS, FAST FOOD, Level I","16,477.00/Year"
A-15006-39697,2016-03-08,Toyota Motor Engineering & Mfg North America Inc,"Ann Arbor, MI",Certified-Expired,"Electronics Engineers, Except Computer, Level II","84,635.00/Year"
A-15188-95607,2016-03-08,"South Pacific Orchids, Inc.","Gilroy, CA",Certified-Expired,"Farmers, Ranchers and other Agricultural Managers, Level I","73,258.00/Year"
A-15239-12393,2016-03-08,Mississippi State University,"Starkville, MS",Certified-Expired,"Mathematical Science Teachers, Postsecondary, Level I","63,530.00/Year"
A-15244-13818,2016-03-08,Pixar,"Emeryville, CA",Certified-Expired,"Software Developers, Applications, Level II","127,025.60/Year"
A-15261-19210,2016-03-08,"Compstak, Inc.","New York, NY",Certified-Expired,"Market Research Analyst, Level II","63,000.00/Year"
A-15293-30275,2016-03-08,Yahoo! Inc.,"Sunnyvale, CA",Certified-Expired,"Software Developers, Systems Software","102,761.00/Year"
A-15040-49095,2016-03-07,University Preparatory Academy,"Seattle, WA",Denied,"Secondary School Teachers, Except Special and Career/Technical E",70340/Year
A-15113-70004,2016-03-07,Light World International Usa Corp,"Elmhurst, NY",Denied,"Tao Preacher, Level I","20,530.00/Year"
A-15215-04689,2016-03-07,"Goodyear Animal Hospital, Plc","Goodyear, AZ",Certified-Expired,"Veterinarians, Level II","80,000.00/Year"
A-15239-12147,2016-03-07,The Brooklyn Hospital Center,"Brooklyn, NY",Certified-Expired,"Pediatricians, General, Level III","168,522.00/Year"
A-15252-15814,2016-03-07,Amazon Corporate Llc,"Seattle, WA",Certified-Expired,"Software Developers, Applications, Level II","97,219.00/Year"
A-15254-16542,2016-03-07,Texas Instruments Incorporated,"Dallas, TX",Certified-Expired,"Electronics Engineers, Except Computer, Level III","110,000.04/Year"
A-15106-67880,2016-03-04,"A1 Education Institute, Inc.","Temple City, CA",Certified-Expired,"Elementary School Teachers, Except Special Education, Level II","63,850.00/Year"
A-15111-68753,2016-03-04,World Journal Llc,"WHITESTONE, NY",Certified-Expired,"EDITORS, Level II","72,000.00/Year"
A-15257-17208,2016-03-04,Perella Weinberg Partners Group Lp,"New York, NY",Certified-Expired,"Accountants and Auditors, Level IV","112,840.00/Year"
A-15257-17395,2016-03-04,The Raine Group Llc,"New York, NY",Certified-Expired,Accountants and Auditors,"95,000.00/Year"
A-15259-18384,2016-03-03,Broadcom Corporation,"Sunnyvale, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level III","145,000.00/Year"
A-15264-20028,2016-03-03,Yahoo! Inc.,"Sunnyvale, CA",Certified-Expired,"Software Developers, Systems Software","102,619.00/Year"
A-15266-20833,2016-03-03,Saffer & Flint Accountancy Corporation,"Tarzana, CA",Certified-Expired,"Business Taxation Analyst, Level II","63,066.00/Year"
A-15321-40395,2016-03-03,"Anton & Chia, Llp","Newport Beach, CA",Withdrawn,"Accountants and Auditors, Level IV","89,814.00/Year"
A-15098-65183,2016-03-02,Symantec Corporation,"Mountain View, CA",Certified-Expired,"Marketing Managers, Level II","150,030.00/Year"
A-15238-12112,2016-03-02,"Skyworks Solutions, Inc.","Newbury Park, CA",Certified-Expired,"Electrical Engineers, Level IV","115,260.00/Year"
A-15241-12916,2016-03-02,"C K Group, Inc.","Santa Ana, CA",Certified-Expired,"Database Administrators, Level II","67,891.00/Year"
A-15262-19575,2016-03-02,"Super Micro Computer, Inc.","San Jose, CA",Certified-Expired,"Design Engineer, Level II","106,517.00/Year"
A-15262-19576,2016-03-02,"Super Micro Computer, Inc.","San Jose, CA",Certified-Expired,"Electrical Engineers, Level II","106,517.00/Year"
A-15264-19954,2016-03-02,"Defender Services, Inc.","Anderson, SC",Certified-Expired,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners, Level I",8.05/Hour
A-15271-22617,2016-03-02,Yahoo! Inc.,"Sunnyvale, CA",Certified-Expired,"Software Developers, Systems Software, Level III","132,038.00/Year"
A-15338-46910,2016-03-02,New Sky Line Stone Inc.,"City of Industry, CA",Withdrawn,"Market Research Analyst, Level I","39,354.00/Year"
A-15243-13179,2016-03-01,Texas State University-san Marcos,"San Marcos, TX",Certified-Expired,"Economics Teachers, Postsecondary, Level II","92,000.00/Year"
A-15260-18582,2016-03-01,"Icomtech,inc","Irvine, CA",Certified-Expired,"market research analyst, Level I","40,019.00/Year"
A-15265-20453,2016-03-01,"Pacpizza,llc","Oakland, CA",Certified-Expired,"Driver/Sales Workers, Level I","25,480.00/Year"
A-15265-20510,2016-03-01,"Pacpizza,llc","Sunnyvale, CA",Certified-Expired,"Cooks, Fast Food, Level I","21,424.00/Year"
A-16014-60984,2016-03-01,"Octex Holdings, Llc","Sarasota, FL",Denied,"Materials Engineers, Level II","80,018.00/Year"
A-15105-67197,2016-02-29,The International School,"Portland, OR",Denied,"Elementary School Teacher, Level II","50,313.00/Year"
A-15181-93426,2016-02-29,"Babysoy, Inc.","Orange, CA",Certified-Expired,"Office Manager, Level IV","65,291.00/Year"
A-15216-05347,2016-02-29,Jp Morgan Chase & Co,"New York, NY",Withdrawn,"Financial Analysts, Level IV","154,690.00/Year"
A-15237-11559,2016-02-29,"Codeobjects, Inc.","Milpitas, CA",Certified-Expired,"Software Developers, Applications, Level IV","152,776.00/Year"
A-15240-12809,2016-02-29,Terrapin Technologies,"Minneapolis, MN",Certified-Expired,"Software Developer, Applications, Level II","80,000.00/Year"
A-15244-13635,2016-02-29,Yahoo! Inc.,"Sunnyvale, CA",Certified-Expired,"Software Developers, Applications","117,119.00/Year"
A-15257-17097,2016-02-29,Deloitte Tax Llp,"New York, NY",Certified-Expired,"Accountants and Auditors, Level I","71,000.00/Year"
A-15258-17674,2016-02-29,Factset Research Systems Inc.,"Norwalk, CT",Certified-Expired,"Computer and Information Systems Managers, Level I","110,000.00/Year"
A-15264-20102,2016-02-29,Broadcom Corporation,"San Diego, CA",Certified-Expired,"Software Developers, Systems Software, Level IV","132,746.00/Year"
A-15141-78960,2016-02-26,Bittorrent Inc.,"San Francisco, CA",Withdrawn,"Market Research Analyst and Marketing Specialist, Level II","70,000.00/Year"
A-15240-12869,2016-02-26,Yahoo! Inc.,"Sunnyvale, CA",Certified-Expired,"Software Developers, Applications, Level II","109,762.00/Year"
A-15247-14838,2016-02-26,Google Inc.,"Mountain View, CA",Certified-Expired,"Mechanical Engineers, Level II","115,000.00/Year"
A-15253-16512,2016-02-26,"Udemy, Inc.","San Francisco, CA",Certified-Expired,"Software Developers, Applications, Level II","125,000.00/Year"
A-15265-20521,2016-02-26,"Pacpizza,llc","Gilroy, CA",Certified-Expired,"Cooks, Fast Food, Level I","18,720.00/Year"
A-15268-21916,2016-02-26,Trahan Architects,"New Orleans, LA",Certified-Expired,"Architects, Except Landscape and Naval, Level II","59,592.00/Year"
A-16039-70670,2016-02-26,361 Usa Inc.,"Irvine, CA",Withdrawn,"Accountants and Auditors, Level I","48,000.00/Year"
A-15197-98980,2016-02-25,"Hermes Microvision, Inc.","San Jose, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II","106,517.00/Year"
A-15238-11908,2016-02-25,Wet,"Sun Valley, CA",Certified-Expired,"Director of 3D Animation, Level IV","151,154.00/Year"
A-15251-15577,2016-02-25,Rtkl Associates Inc.,"Chicago, IL",Certified-Expired,"Architects, Except Landscape and Naval, Level I","70,553.60/Year"
A-15261-19161,2016-02-25,Google Inc.,"Mountain View, CA",Certified-Expired,"Software Developers, Applications, Level I","98,342.00/Year"
A-15266-21017,2016-02-25,Broadcom Corporation,"San Jose, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level III","125,965.00/Year"
A-15263-19629,2016-02-24,"Jcs Immigration & Visa Law Office, Apc.","Los Angeles, CA",Certified-Expired,"Public Relations Specialists, Level I","40,800.00/Year"
A-15265-20548,2016-02-24,"Pacpizza,llc","Milpitas, CA",Certified-Expired,"Cooks, Fast Food, Level I","18,720.00/Year"
A-15266-20902,2016-02-24,"Pacpizza,llc","Santa Clara, CA",Certified-Expired,"Cooks, Fast Food, Level I","18,720.00/Year"
A-14123-66039,2016-02-23,Microsoft Corporation,"Redmond, WA",Denied,"Software Developers, Applications, Level II","107,500.00/Year"
A-15119-71651,2016-02-23,"Atoptech, Inc.","Santa Clara, CA",Denied,"Electronics Engineers, Except Computer, Level II","106,517.00/Year"
A-15232-10454,2016-02-23,Robert Bosch Llc,"Palo Alto, CA",Certified-Expired,"Computer and Information Research Scientists, Level I","145,000.00/Year"
A-15244-13826,2016-02-23,Google Inc.,"Boulder, CO",Certified-Expired,"Software Developers, Applications, Level II","119,000.00/Year"
A-15260-18843,2016-02-23,Fuhu Inc.,"El Segundo, CA",Certified-Expired,"Business Analyst, Level I","85,000.00/Year"
A-15267-21607,2016-02-23,"Bill Me Later, Inc.","Timonium, MD",Certified-Expired,"Statisticians, Level I","73,500.00/Year"
A-15268-21797,2016-02-23,"G2l, Inc.","Wildwood, MO",Certified-Expired,"Research Staff, Level III","89,856.00/Year"
A-15230-09597,2016-02-22,Ramiro Ortega,"Brecksville, OH",Certified-Expired,"Fashion Designers, Level I","46,010.00/Year"
A-15245-14030,2016-02-22,E Focus Inc.,"City of Industry, CA",Certified-Expired,"Public Relations Specialists, Level II","57,408.00/Year"
A-15245-14177,2016-02-22,Deloitte & Touche Llp,"San Francisco, CA",Certified-Expired,"Accountants and Auditors, Level II","71,261.00/Year"
A-15247-14916,2016-02-22,"Arl Biopharma, Inc.","Oklahoma City, OK",Certified-Expired,"Chemist - Chromatography Analyst, Level I","42,162.00/Year"
A-15257-17186,2016-02-22,"Nodus Technologies, Inc.","ANAHEIM, CA",Certified-Expired,"QA TEST ENGINEER, Level I","69,139.00/Year"
A-15079-60550,2016-02-19,Easyrock Usa Inc.,"Ontario, CA",Certified-Expired,"Budget Analyst, Level II","52,104.00/Year"
A-15240-12807,2016-02-19,Harvard University,"Cambridge, MA",Certified-Expired,"Sociology Teachers, Postsecondary, Level I","90,000.00/Year"
A-15243-13343,2016-02-19,Apple Inc.,"Cupertino, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level IV","145,392.00/Year"
A-15244-13628,2016-02-19,"Techdata Service Company, Llc.","King of Prussia, PA",Certified-Expired,"Statisticians, Level II","75,000.00/Year"
A-15257-17483,2016-02-19,The Wonderful Company,"Los Angeles, CA",Certified-Expired,"Accountants and Auditors, Level III","80,000.00/Year"
A-15266-21202,2016-02-19,"Pacpizza,llc","San Francisco, CA",Certified-Expired,"Driver/Sales Workers, Level I","25,480.00/Year"
A-15268-22209,2016-02-19,Broadcom Corporation,"Sunnyvale, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level I","105,000.00/Year"
A-15268-22214,2016-02-19,Broadcom Corporation,"Santa Clara, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II","115,000.00/Year"
A-15217-05753,2016-02-18,Linkedin Corporation,"Mountain View, CA",Certified-Expired,"Software Developers, Applications, Level II","125,000.00/Year"
A-15217-05759,2016-02-18,Blackrock Financial Management,"San Francisco, CA",Certified-Expired,"Financial Analysts, Level II","105,000.00/Year"
A-15222-07089,2016-02-18,Oppo Original Corp.,"City of Industry, CA",Certified-Expired,"Purchasing Managers, Level I","69,680.00/Year"
