Id,Decision Date,Employer,"City, State",Case Status,Job Title,Wage Offer
A-16062-79416,2016-10-21,"Muy Hamburger Partners, Llc","SAGINAW, TX",Certified,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",8.08/Hour
A-16232-44462,2016-10-21,"Oliver Wyman, Inc","New York, NY",Certified,"Management Analysts, Level IV","170,000.00/Year"
A-16210-36713,2016-10-20,Ruckus Wireless Inc,"Sunnyvale, CA",Certified,"Software Developers, Systems Software, Level III","160,000.00/Year"
A-16258-52604,2016-10-20,Ebs Healthcare,"West Chester, PA",Withdrawn,"Occupational Therapists, Level III","76,586.00/Year"
A-16239-46864,2016-10-19,Vsquare Infotech Inc,"ISELIN, NJ",Certified,"Software Developers, Applications, Level II","83,741.00/Year"
A-16204-35281,2016-10-19,Case Farms Processing Inc.,"Morganton, NC",Certified,"Butchers and Meat Cutters, Level I",9.60/Hour
A-16081-86931,2016-10-19,"Netapp, Inc.","Cranberry Township, PA",Certified,"Software Developers, Systems Software, Level II","80,000.00/Year"
A-16236-45287,2016-10-19,Silicon Laboratories Inc.,"Austin, TX",Certified,"Electronics Engineers, Except Computer, Level III","102,996.00/Year"
A-16217-39434,2016-10-19,"Skyworks Solutions, Inc.","Newbury Park, CA",Certified,"Sales Engineers, Level IV","119,246.00/Year"
A-16292-62984,2016-10-19,"Yang & Wang, P.c.","City of Industry, CA",Withdrawn,"INTERNATIONAL BUSINESS AND CORPORATE ATTORNEY, Level IV","213,970.00/Year"
A-16190-30871,2016-10-18,"Selldorf Architects, Llc","New York, NY",Certified,"Architects, Level I","57,096.00/Year"
A-16180-27204,2016-10-17,Maitreya's Concern Mission,"Baldwin Park, CA",Certified,"Acupuncturist, Level II","54,246.00/Year"
A-16152-16315,2016-10-17,Intel Corporation,"Santa Clara, CA",Certified,"Software Developers, Systems Software","138,403.00/Year"
A-16197-33110,2016-10-17,Htc America Innovation,"Seattle, WA",Certified,"Multimedia Artists and Animators, Level III","81,620.00/Year"
A-16168-22452,2016-10-17,"Mufg Union Bank, N.a.","JERSEY CITY, NJ",Certified,"Software Developers, Applications, Level IV","130,666.00/Year"
A-16194-31640,2016-10-17,"Leapers, Inc.","Livonia, MI",Certified,"Electrical Engineers, Level II","82,070.00/Year"
A-16049-74335,2016-10-17,Ahi Ahi Sushi Bar & Grill Lp,"FOOTHILL RANCH, CA",Certified,"KITCHEN HELPER, Level IV","26,000.00/Year"
A-16166-21581,2016-10-17,Atalanta Corporation,"Elizabeth, NJ",Certified,"Food Scientists and Technologists, Level II","70,000.00/Year"
A-16197-33263,2016-10-14,"Townsteel, Inc.","City of Industry, CA",Certified,"Mechanical Engineer, Level II","81,432.00/Year"
A-16190-30711,2016-10-14,Frog Design,"New York, NY",Certified,"Multimedia Artists and Animators, Level II","80,232.00/Year"
A-16174-24892,2016-10-14,Pharmerit North America Llc,"Bethesda, MD",Certified,"Epidemiologists, Level II","90,000.00/Year"
A-16165-20850,2016-10-14,Globalfoundries U.s. Inc.,"Malta, NY",Certified,Industrial Engineers,"92,340.00/Year"
A-16195-32508,2016-10-13,Muy Pizza Tejas Llc,"Kerrville, TX",Certified,"COOKS, FAST FOOD, Level I","16,744.00/Year"
A-16193-31161,2016-10-13,"Hermes Microvision, Inc.","San Jose, CA",Certified,"Mechanical Engineers, Level II","93,995.00/Year"
A-16190-30821,2016-10-13,"World Journal La, Llc","Monterey Park, CA",Certified,"Reporters and Correspondents, Level II","37,294.00/Year"
A-16188-29612,2016-10-13,Acme Furniture Industry Inc.,"CITY OF INDUSTRY, CA",Certified,"MARKET RESEARCH ANALYST, Level I","39,354.00/Year"
A-16165-21167,2016-10-12,Rush University Medical Center,"Chicago, IL",Certified,"Mathematical Science Teachers, Postsecondary, Level I","86,694.00/Year"
A-16153-16556,2016-10-12,Us Army Defense Language Institute Foreign La,"Monterey, CA",Certified,"Foreign Language and Literature Teacher, Postsecondary, Level I","55,400.00/Year"
A-16071-83502,2016-10-12,Ms Technologies Corporation,"Rockville, MD",Certified,"Computer Network Support Specialists, Level II","53,893.00/Year"
A-16274-57917,2016-10-12,Texas Instruments Incorporated,"Dallas, TX",Withdrawn,"Electronics Engineers, Except Computer, Level III","105,704.64/Year"
A-16189-30232,2016-10-12,"Muy Hamburger Partners, Llc","WACO, TX",Certified,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",8.09/Hour
A-16188-29889,2016-10-12,"Muy Hamburger Partners, Llc","DALLAS, TX",Certified,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",8.11/Hour
A-16188-29862,2016-10-12,"Storm8, Inc.","Redwood City, CA",Certified,"Art Directors, Level I","90,000.00/Year"
A-16186-28967,2016-10-12,"Muy Hamburger Partners, Llc","DAYTON, OH",Certified,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",8.63/Hour
A-16185-28915,2016-10-12,"Super Micro Computer, Inc.","San Jose, CA",Certified,"Electronic Engineers, except Computer, Level II","115,000.00/Year"
A-16184-28903,2016-10-12,"Super Micro Computer, Inc.","San Jose, CA",Certified,"Electronics Engineers, except Computer, Level II","108,992.00/Year"
A-15345-49743,2016-10-11,"First Cable Line, Inc.","Arcadia, CA",Certified,"Market Research Analysts and Marketing Specialists, Level I","39,354.00/Year"
A-16178-26052,2016-10-11,Intel Corporation,"Chandler, AZ",Certified,"Software Developers, Systems Software, Level IV","113,838.00/Year"
A-16210-36899,2016-10-11,New York & Company,"New York, NY",Certified,"Computer Systems Analysts, Level IV","120,224.00/Year"
A-16140-12039,2016-10-11,"Hauptman Ham, Llp","Alexandria, VA",Certified,"Paralegals and Legal Assistants, Level IV","82,368.00/Year"
A-16230-43148,2016-10-11,Garden Of Hope Inc.,"Flushing, NY",Withdrawn,"Child Family and Scholl Social Worker, Level II","48,235.00/Year"
A-16167-21960,2016-10-07,Ruckus Wireless Inc,"Sunnyvale, CA",Certified,"Software Developers, Systems Software, Level III","138,403.00/Year"
A-16165-21296,2016-10-07,Nvidia Corporation,"Santa Clara, CA",Certified,"Software Developers, Systems Software, Level IV","157,477.00/Year"
A-16032-67438,2016-10-07,"W.w. Grainger, Inc.","Lake Forest, IL",Certified,"Infrastructure Software Administrator, Level II","83,300.00/Year"
A-16173-24400,2016-10-07,Peregrine Semiconductor Corporation,"San Diego, CA",Certified,"Electronics Engineers, Except Computer, Level II","96,970.00/Year"
A-16203-34914,2016-10-06,"Parasol Co, Inc.","Santa Ana, CA",Certified,"Software Developers, Applications, Level II","86,674.00/Year"
A-16195-31978,2016-10-06,Jinkosolar (u.s.) Inc.,"San Francisco, CA",Certified,"Accountants and Auditors, Level II","72,571.00/Year"
A-16193-31136,2016-10-06,Lyft Inc,"SAN FRANCISCO, CA",Certified,"Software Developers, Applications, Level II","130,000.00/Year"
A-16188-29774,2016-10-06,Practicehwy.com,"Farmers Branch, TX",Certified,"Software Developers, Applications, Level II","81,952.00/Year"
A-16188-29429,2016-10-06,"K&l; Brothers, Inc. T/a Peking Pavillion","Manalapan, NJ",Certified,"Chefs and Head Cooks, Level III","49,691.00/Year"
A-16159-18853,2016-10-06,Pricewaterhousecoopers Advisory Services Llc,"Atlanta, GA",Certified,"Management Analysts, Level II","140,000.00/Year"
A-16210-36918,2016-10-05,Gmp Global Marketing Inc,"WALNUT, CA",Certified,"DIRECTOR OF OPERATIONS, Level IV","98,675.00/Year"
A-16144-13527,2016-10-05,"Novo Engineering, Inc.","VISTA, CA",Certified,"Software Developers, Systems Software, Level II","99,861.00/Year"
A-16207-35762,2016-10-05,Nellson Nutraceutical Llc,"Anaheim, CA",Certified,"Food Scientists and Technologist, Level III","62,608.00/Year"
A-16013-60672,2016-10-05,"Mercer Capital Management, Inc.","Dallas, TX",Denied,"Accountants and Auditors, Level I","52,000.00/Year"
A-16176-25924,2016-10-04,"Nutanix, Inc.","San Jose, CA",Certified,"Software Developers, Systems Software, Level II","119,350.00/Year"
A-16173-24183,2016-10-04,Nvidia Corporation,"Santa Clara, CA",Certified,"Accountants and Auditors, Level IV","140,000.00/Year"
A-16266-55191,2016-10-03,Sharp Electronics Corporation D/b/a Sharp Microelectronics Of Th,"CAMAS, WA",Denied,"MARKETING MANAGER, Level IV","133,515.00/Year"
A-16166-21798,2016-10-03,Intel Corporation,"San Jose, CA",Certified,"Electronics Engineers, Except Computer","112,179.00/Year"
A-16144-13619,2016-10-03,Ily Enterprise Inc.,"City of Industry, CA",Certified,"Network and Computer Systems Administrators, Level II","68,078.00/Year"
A-16203-34823,2016-10-03,Hello Inc.,"San Francisco, CA",Certified,"Hardware Engineer, Level II","135,000.00/Year"
A-16027-65853,2016-10-03,Bay Area Montessori Materials Inc.,"Santa Clara, CA",Withdrawn,"Kindergarten Teachers, Except Special Education, Level II","55,530.00/Year"
A-16124-05210,2016-10-03,Bay Area Montessori Materials Inc.,"Santa Clara, CA",Withdrawn,"Kindergarten Teachers, Except Special Education, Level II","55,530.00/Year"
